normalized_url,page_type,name,h1,machine_types,category,price_from,has_spec_table,has_video,in_sitemap,source_url,data_review_required,notes
https://st-technics.ru/kovshi-na-minipogruzchik,category-hub,Ковши на минипогрузчик,КОВШИ НА МИНИПОГРУЗЧИК,mt-minipogruzchik,cat-kovshi-minipogruzchik,,no,no,yes,https://st-technics.ru/kovshi-na-minipogruzchik,no,
https://st-technics.ru/kovshi-na-ehkskavator-pogruzchik,category-hub,Ковши на экскаватор-погрузчик,КОВШИ НА ЭКСКАВАТОР-ПОГРУЗЧИК,mt-ehkskavator-pogruzchik,cat-kovshi-ehkskavator-pogruzchik,,no,no,yes,https://st-technics.ru/kovshi-na-ehkskavator-pogruzchik,no,
https://st-technics.ru/kovshi-na-teleskopicheskij-pogruzchik,category-hub,Ковши на телескопический погрузчик,КОВШИ НА ТЕЛЕСКОПИЧЕСКИЙ ПОГРУЗЧИК,mt-teleskopicheskij-pogruzchik,cat-kovshi-teleskopicheskij-pogruzchik,,no,no,yes,https://st-technics.ru/kovshi-na-teleskopicheskij-pogruzchik,no,
https://st-technics.ru/kovshi-na-ehkskavator,category-hub,Ковши на экскаватор,КОВШИ НА ЭКСКАВАТОР,mt-ehkskavator-standalone,cat-kovshi-ehkskavator,,no,no,yes,https://st-technics.ru/kovshi-na-ehkskavator,yes,Целевой тип техники 'Экскаватор' НЕ имеет собственной страницы в разделе /type-technics (там только 'Мини-экскаватор'). DATA_REVIEW.
https://st-technics.ru/kovshi-na-frontalnyj-pogruzchik,category-hub,Ковши на фронтальный погрузчик,КОВШИ НА ФРОНТАЛЬНЫЙ ПОГРУЗЧИК,mt-frontalnyj-pogruzchik,cat-kovshi-frontalnyj-pogruzchik,,no,no,yes,https://st-technics.ru/kovshi-na-frontalnyj-pogruzchik,no,
https://st-technics.ru/kovshi-na-miniehkskavator,category-hub,Ковши на миниэкскаватор,КОВШИ НА МИНИЭКСКАВАТОР,mt-mini-ehkskavator,cat-kovshi-miniehkskavator,,yes,no,yes,https://st-technics.ru/kovshi-na-miniehkskavator,no,
https://st-technics.ru/navesnaya-dorognaya-freza,product,Фреза дорожная навесная,ФРЕЗА ДОРОЖНАЯ НАВЕСНАЯ,mt-minipogruzchik|mt-ehkskavator-pogruzchik,cat-oborudovanie,260000,no,yes,yes,https://st-technics.ru/navesnaya-dorognaya-freza,yes,Тело страницы содержит явную ошибку копирайтинга ('Данный гидромотор обладает большим мощностью...') - не относится к фрезе.
https://st-technics.ru/povorotnaya-shetka-dorozhnaya,product,Коммунальная дорожная щётка (щётка поворотная),КОММУНАЛЬНАЯ ДОРОЖНАЯ ЩЕТКА,mt-minipogruzchik|mt-vilochnyj-pogruzchik|mt-ehkskavator-pogruzchik|mt-frontalnyj-pogruzchik|mt-teleskopicheskij-pogruzchik|mt-traktor,cat-oborudovanie,105000,no,yes,yes,https://st-technics.ru/povorotnaya-shetka-dorozhnaya,no,
https://st-technics.ru/bynkernaya-schetka,product,Щётка с бункером,ЩЕТКА С БУНКЕРОМ,mt-minipogruzchik|mt-ehkskavator-pogruzchik|mt-frontalnyj-pogruzchik|mt-teleskopicheskij-pogruzchik|mt-traktor,cat-oborudovanie,145000,no,yes,yes,https://st-technics.ru/bynkernaya-schetka,no,
https://st-technics.ru/otvalu,product,Отвалы,ОТВАЛЫ,mt-minipogruzchik|mt-vilochnyj-pogruzchik|mt-ehkskavator-pogruzchik|mt-frontalnyj-pogruzchik|mt-traktor,cat-oborudovanie,60000,no,yes,yes,https://st-technics.ru/otvalu,no,
https://st-technics.ru/palletnye-vily,product,Паллетные вилы и удлинители вил,ПАЛЛЕТНЫЕ ВИЛЫ И УДЛИНИТЕЛИ ВИЛ,mt-minipogruzchik|mt-vilochnyj-pogruzchik|mt-ehkskavator-pogruzchik|mt-frontalnyj-pogruzchik|mt-teleskopicheskij-pogruzchik,cat-oborudovanie,65000,no,no,yes,https://st-technics.ru/palletnye-vily,no,
https://st-technics.ru/kovsh-obshchestroitelnyj,product,Ковш общестроительный,КОВШ ОБЩЕСТРОИТЕЛЬНЫЙ,mt-minipogruzchik|mt-ehkskavator-pogruzchik|mt-frontalnyj-pogruzchik|mt-teleskopicheskij-pogruzchik,cat-oborudovanie,50000,yes,no,yes,https://st-technics.ru/kovsh-obshchestroitelnyj,no,"Страница /page63841391.html (Tilda page-ID URL) имеет тот же H1 'КОВШ ОБЩЕСТРОИТЕЛЬНЫЙ' и, судя по всему, дублирует этот товар. DATA_REVIEW."
https://st-technics.ru/kovsh-chelustnoy,product,Ковш челюстной,КОВШ ЧЕЛЮСТНОЙ,mt-minipogruzchik|mt-ehkskavator-pogruzchik|mt-frontalnyj-pogruzchik|mt-teleskopicheskij-pogruzchik,cat-oborudovanie,195000,yes,no,yes,https://st-technics.ru/kovsh-chelustnoy,no,
https://st-technics.ru/kovsh-vysokoobjemniy,product,Ковш высокообъёмный,КОВШ ВЫСОКООБЪЕМНЫЙ,mt-minipogruzchik|mt-ehkskavator-pogruzchik|mt-frontalnyj-pogruzchik|mt-teleskopicheskij-pogruzchik,cat-oborudovanie,75000,yes,no,yes,https://st-technics.ru/kovsh-vysokoobjemniy,no,
https://st-technics.ru/kovsh-visokoy-vygruzki,product,Ковш высокой выгрузки,КОВШ ВЫСОКОЙ ВЫГРУЗКИ,mt-minipogruzchik|mt-frontalnyj-pogruzchik,cat-oborudovanie,175000,yes,no,yes,https://st-technics.ru/kovsh-visokoy-vygruzki,no,
https://st-technics.ru/kovsh-planirovochnyj,product,Ковш планировочный,КОВШ ПЛАНИРОВОЧНЫЙ,mt-ehkskavator-pogruzchik|mt-ehkskavator-standalone|mt-mini-ehkskavator,cat-oborudovanie,21000,yes,no,yes,https://st-technics.ru/kovsh-planirovochnyj,no,
https://st-technics.ru/kovsh-universalnyj,product,Ковш универсальный,КОВШ УНИВЕРСАЛЬНЫЙ,mt-ehkskavator-standalone|mt-ehkskavator-pogruzchik|mt-mini-ehkskavator,cat-oborudovanie,30000,yes,no,yes,https://st-technics.ru/kovsh-universalnyj,no,
https://st-technics.ru/kovsh-serpovidnyj,product,Ковш серповидный,КОВШ СЕРПОВИДНЫЙ,mt-ehkskavator-pogruzchik|mt-mini-ehkskavator,cat-oborudovanie,32000,yes,no,yes,https://st-technics.ru/kovsh-serpovidnyj,no,
https://st-technics.ru/kovsh-proseivaushiy,product,Ковш просеивающий,КОВШ ПРОСЕИВАЮЩИЙ,mt-minipogruzchik|mt-frontalnyj-pogruzchik|mt-teleskopicheskij-pogruzchik,cat-oborudovanie,120000,yes,no,yes,https://st-technics.ru/kovsh-proseivaushiy,no,
https://st-technics.ru/kovsh-s-prijimom,product,Ковш с прижимом,КОВШ С ПРИЖИМОМ,mt-minipogruzchik|mt-frontalnyj-pogruzchik,cat-oborudovanie,155000,yes,no,yes,https://st-technics.ru/kovsh-s-prijimom,yes,Заголовочная цена 'от 220 000 ₽' противоречит таблице (минимум 155 000 ₽).
https://st-technics.ru/kovsh-zernovoi,product,Ковш зерновой,КОВШ ЗЕРНОВОЙ,mt-teleskopicheskij-pogruzchik|mt-frontalnyj-pogruzchik,cat-oborudovanie,210000,yes,no,yes,https://st-technics.ru/kovsh-zernovoi,no,
https://st-technics.ru/skreper,product,Скрепер (скалыватель льда),СКРЕПЕР,mt-minipogruzchik|mt-vilochnyj-pogruzchik|mt-ehkskavator-pogruzchik,cat-oborudovanie,60000,no,yes,yes,https://st-technics.ru/skreper,no,В навигации анкор иногда 'Скалыватель льда (скрепер)'.
https://st-technics.ru/snegomet,product,Шнекороторный снегометатель,ШНЕКОРОТОРНЫЙ СНЕГОМЕТАТЕЛЬ,mt-minipogruzchik|mt-ehkskavator-pogruzchik|mt-frontalnyj-pogruzchik|mt-teleskopicheskij-pogruzchik|mt-traktor,cat-oborudovanie,190000,no,yes,yes,https://st-technics.ru/snegomet,no,
https://st-technics.ru/lulka,product,Люлька,ЛЮЛЬКА,mt-minipogruzchik|mt-vilochnyj-pogruzchik|mt-teleskopicheskij-pogruzchik,cat-oborudovanie,95000,no,no,yes,https://st-technics.ru/lulka,no,"Единицы размеров на странице указаны как 'см' - вероятная ошибка (см. DATA_REVIEW). В каталоге/меню иногда встречается написание URL с заглавной 'Lulka'; канонический slug (sitemap) - 'lulka'."
https://st-technics.ru/peskorazbrasuvatel,product,Разбрасыватель реагентов (пескоразбрасыватель),Разбрасыватель реагентов (пескоразбрасыватель),mt-minipogruzchik|mt-ehkskavator-pogruzchik,cat-oborudovanie,95000,no,no,yes,https://st-technics.ru/peskorazbrasuvatel,no,
https://st-technics.ru/bsu,product,Быстросъёмное устройство (БСУ),БЫСТРОСЪЕМНОЕ УСТРОЙСТВО (БСУ),mt-mini-ehkskavator|mt-ehkskavator-pogruzchik|mt-frontalnyj-pogruzchik,cat-oborudovanie,2500,no,no,yes,https://st-technics.ru/bsu,no,"priceFrom=2500 относится к отдельной детали 'палец'; базовое изделие от 40 000 ₽."
https://st-technics.ru/planirovshhik-vyiravnivatel-grunta,product,Планировщик-выравниватель грунта,ПЛАНИРОВЩИК-ВЫРАВНИВАТЕЛЬ ГРУНТА,mt-minipogruzchik|mt-vilochnyj-pogruzchik|mt-ehkskavator-pogruzchik|mt-frontalnyj-pogruzchik|mt-teleskopicheskij-pogruzchik|mt-traktor|mt-mini-ehkskavator,cat-oborudovanie,60000,no,no,yes,https://st-technics.ru/planirovshhik-vyiravnivatel-grunta,no,
https://st-technics.ru/navesnoj-kultivator,product,Навесной культиватор,НАВЕСНОЙ КУЛЬТИВАТОР,mt-minipogruzchik|mt-traktor,cat-oborudovanie,220000,no,no,yes,https://st-technics.ru/navesnoj-kultivator,no,
https://st-technics.ru/zaxvat-dlya-sena,product,Захват для сена,ЗАХВАТ ДЛЯ СЕНА,mt-minipogruzchik|mt-teleskopicheskij-pogruzchik|mt-mini-ehkskavator,cat-oborudovanie,240000,no,no,yes,https://st-technics.ru/zaxvat-dlya-sena,no,
https://st-technics.ru/kovsh-betonosmesitelnyij,product,Ковш бетоносмеситель,КОВШ БЕТОНОСМЕСИТЕЛЬ,mt-minipogruzchik,cat-oborudovanie,250000,no,no,yes,https://st-technics.ru/kovsh-betonosmesitelnyij,no,
https://st-technics.ru/klyik-ryixlitel,product,Клык-рыхлитель,КОВШ КЛЫК РЫХЛИТЕЛЬ,mt-mini-ehkskavator|mt-ehkskavator-pogruzchik|mt-ehkskavator-standalone,cat-oborudovanie,30000,no,no,yes,https://st-technics.ru/klyik-ryixlitel,no,
https://st-technics.ru/korchevatel-kopatel,product,Корчеватель (копатель),КОРЧЕВАТЕЛЬ (КОПАТЕЛЬ),mt-minipogruzchik,cat-oborudovanie,78000,no,no,yes,https://st-technics.ru/korchevatel-kopatel,no,
https://st-technics.ru/bunker-samosvalnyj,product,Бункер самосвальный,БУНКЕР САМОСВАЛЬНЫЙ,mt-vilochnyj-pogruzchik|mt-frontalnyj-pogruzchik|mt-traktor|mt-mini-ehkskavator,cat-oborudovanie,150000,yes,no,yes,https://st-technics.ru/bunker-samosvalnyj,no,
https://st-technics.ru/mojka-vysokogo-davleniya,product,Мойка высокого давления,МОЙКА ВЫСОКОГО ДАВЛЕНИЯ,mt-minipogruzchik,cat-oborudovanie,250000,yes,no,yes,https://st-technics.ru/mojka-vysokogo-davleniya,no,
https://st-technics.ru/kryukovoj-podves,product,Крюковой подвес (вариант A),КРЮКОВОЙ ПОДВЕС,mt-minipogruzchik,cat-oborudovanie,98000,yes,no,yes,https://st-technics.ru/kryukovoj-podves,yes,Существует вторая страница того же товара - /kruykovoi-podves - с другим набором вариантов и без спец-таблицы. Каталог /oborydovanie ссылается только на /kruykovoi-podves.
https://st-technics.ru/navesnaya-rukoyat-povorotnaya,product,Навесная рукоять (поворотная),НАВЕСНАЯ РУКОЯТЬ (ПОВОРОТНАЯ),mt-minipogruzchik,cat-oborudovanie,190000,yes,no,yes,https://st-technics.ru/navesnaya-rukoyat-povorotnaya,yes,Цена в заголовке (190 000) не совпадает с ценой в таблице (200 000).
https://st-technics.ru/navesnoj-ehkskavator,product,Навесной экскаватор,НАВЕСНОЙ ЭКСКАВАТОР,mt-minipogruzchik,cat-oborudovanie,500000,yes,no,yes,https://st-technics.ru/navesnoj-ehkskavator,no,
https://st-technics.ru/gidromolot,product,Гидромолот,ГИДРОМОЛОТ,mt-mini-ehkskavator|mt-minipogruzchik|mt-ehkskavator-pogruzchik,cat-oborudovanie,180000,no,no,yes,https://st-technics.ru/gidromolot,no,Текст: 'Полный аналог гидромолотов Delta'.
https://st-technics.ru/transheekopatel,product,Траншеекопатель,ТРАНШЕЕКОПАТЕЛЬ,mt-minipogruzchik|mt-vilochnyj-pogruzchik|mt-ehkskavator-pogruzchik|mt-frontalnyj-pogruzchik|mt-teleskopicheskij-pogruzchik|mt-traktor|mt-mini-ehkskavator,cat-oborudovanie,420000,no,no,yes,https://st-technics.ru/transheekopatel,no,
https://st-technics.ru/kosilka,product,Косилка,КОСИЛКА,mt-minipogruzchik|mt-vilochnyj-pogruzchik|mt-ehkskavator-pogruzchik|mt-frontalnyj-pogruzchik|mt-teleskopicheskij-pogruzchik|mt-traktor|mt-mini-ehkskavator,cat-oborudovanie,230000,no,no,yes,https://st-technics.ru/kosilka,no,H2 на странице - 'КОСИЛКА-КУСТОРЕЗ'.
https://st-technics.ru/brevnozaxvat,product,Бревнозахват,БРЕВНОЗАХВАТ,mt-vilochnyj-pogruzchik|mt-ehkskavator-pogruzchik|mt-minipogruzchik,cat-oborudovanie,180000,no,no,yes,https://st-technics.ru/brevnozaxvat,no,
https://st-technics.ru/zaxvatu,product,Захват для рулонов,ЗАХВАТ ДЛЯ РУЛОНОВ,mt-minipogruzchik|mt-ehkskavator-pogruzchik|mt-frontalnyj-pogruzchik|mt-teleskopicheskij-pogruzchik,cat-oborudovanie,220000,no,no,yes,https://st-technics.ru/zaxvatu,no,"Slug 'zaxvatu' и анкор 'Захваты' в меню могут наводить на мысль о категории, но страница - один конкретный товар (захват для рулонов). В каталоге анкор - 'ЗАХВАТЫ ДЛЯ РУЛОНОВ'."
https://st-technics.ru/kruykovoi-podves,product,Крюковой подвес (вариант B),КРЮКОВОЙ ПОДВЕС,mt-minipogruzchik,cat-oborudovanie,100000,no,no,yes,https://st-technics.ru/kruykovoi-podves,yes,"Дубль товара 'Крюковой подвес'. Это версия, на которую ссылается /oborydovanie. Данные о цене/вариантах и наличии таблицы расходятся с /kryukovoj-podves."
https://st-technics.ru/gydrobur,product,Гидробур,ГИДРОБУР,mt-minipogruzchik|mt-vilochnyj-pogruzchik|mt-ehkskavator-pogruzchik|mt-frontalnyj-pogruzchik|mt-teleskopicheskij-pogruzchik|mt-traktor|mt-mini-ehkskavator,cat-oborudovanie,135000,yes,no,yes,https://st-technics.ru/gydrobur,no,Две таблицы: ШНЕКИ и УДЛИНИТЕЛИ.
https://st-technics.ru/bigbag,product,Наполнитель для биг-бэгов,НАПОЛНИТЕЛЬ ДЛЯ БИГ-БЭГОВ,mt-minipogruzchik|mt-ehkskavator-pogruzchik|mt-frontalnyj-pogruzchik,cat-oborudovanie,165000,no,no,yes,https://st-technics.ru/bigbag,no,
https://st-technics.ru/otvaldlyanavoza,product,Отвал для навоза,ОТВАЛ ДЛЯ НАВОЗА,mt-minipogruzchik|mt-vilochnyj-pogruzchik|mt-ehkskavator-pogruzchik|mt-frontalnyj-pogruzchik|mt-teleskopicheskij-pogruzchik|mt-traktor|mt-mini-ehkskavator,cat-oborudovanie,250000,no,no,yes,https://st-technics.ru/otvaldlyanavoza,no,
https://st-technics.ru/otvalburtovshik,product,Отвал-буртовщик,ОТВАЛ-БУРТОВЩИК,mt-frontalnyj-pogruzchik|mt-teleskopicheskij-pogruzchik,cat-oborudovanie,190000,no,no,yes,https://st-technics.ru/otvalburtovshik,no,
https://st-technics.ru/zaxvat-dlya-bigbagov,product,Захват для биг-бэгов,ЗАХВАТ ДЛЯ БИГ-БЭГОВ,mt-teleskopicheskij-pogruzchik|mt-frontalnyj-pogruzchik,cat-oborudovanie,230000,no,no,yes,https://st-technics.ru/zaxvat-dlya-bigbagov,no,
https://st-technics.ru/zahvatvilochniy,product,Захват вилочный,ЗАХВАТ ВИЛОЧНЫЙ,mt-vilochnyj-pogruzchik|mt-minipogruzchik,cat-oborudovanie,180000,no,no,yes,https://st-technics.ru/zahvatvilochniy,no,"Витрины типов техники ссылаются на этот товар слагом '/zaxvat-vilochnyij', который отдаёт 404. Канонический slug (sitemap, каталог) - 'zahvatvilochniy'. candidateBrokenLink."
https://st-technics.ru/prijim-dlya-vil,product,Прижим для паллетных вил,ПРИЖИМ ДЛЯ ПАЛЛЕТНЫХ ВИЛ,mt-minipogruzchik,cat-oborudovanie,65000,no,no,yes,https://st-technics.ru/prijim-dlya-vil,no,В каталоге анкор - 'ПРИЖИМ ДЛЯ ВИЛ'.
https://st-technics.ru/gydro-korchevatel,product,Гидравлический корчеватель,ГИДРАВЛИЧЕСКИЙ КОРЧЕВАТЕЛЬ,mt-minipogruzchik,cat-oborudovanie,250000,yes,no,yes,https://st-technics.ru/gydro-korchevatel,no,
https://st-technics.ru/izmelchitel-vetok,product,Измельчитель веток,ИЗМЕЛЬЧИТЕЛЬ ВЕТОК,mt-traktor,cat-oborudovanie,150000,yes,no,yes,https://st-technics.ru/izmelchitel-vetok,no,
https://st-technics.ru/otval-mtz,product,Отвал МТЗ,ОТВАЛ МТЗ,mt-traktor,cat-oborudovanie,105000,yes,no,yes,https://st-technics.ru/otval-mtz,no,
https://st-technics.ru/schetka-mtz,product,Щётка МТЗ,ЩЕТКА МТЗ,mt-traktor,cat-oborudovanie,125000,yes,no,yes,https://st-technics.ru/schetka-mtz,no,
https://st-technics.ru/peskorazbrasuvatel-mtz,product,Пескоразбрасыватель МТЗ,ПЕСКОРАЗБРАСЫВАТЕЛЬ МТЗ,mt-traktor,cat-oborudovanie,100000,yes,no,yes,https://st-technics.ru/peskorazbrasuvatel-mtz,no,
https://st-technics.ru/peskorazbrasuvatel-vibrazionniy-mtz,product,Пескоразбрасыватель вибрационный МТЗ,ПЕСКОРАЗБРАСЫВАТЕЛЬ ВИБРАЦИОННЫЙ МТЗ,mt-traktor,cat-oborudovanie,300000,yes,no,yes,https://st-technics.ru/peskorazbrasuvatel-vibrazionniy-mtz,no,
https://st-technics.ru/kovshi-na-minipogruzchik/kovsh-vysokoobemnyj-na-minipogruzchik,product-machinetype-scoped,Ковш высокообъёмный на минипогрузчик,КОВШ ВЫСОКООБЪЁМНЫЙ НА МИНИПОГРУЗЧИК,mt-minipogruzchik,cat-kovshi-minipogruzchik,75000,yes,no,yes,https://st-technics.ru/kovshi-na-minipogruzchik/kovsh-vysokoobemnyj-na-minipogruzchik,no, canonical→p-kovsh-vysokoobjemniy
https://st-technics.ru/kovshi-na-minipogruzchik/kovsh-chelyustnoj-na-minipogruzchik,product-machinetype-scoped,Ковш челюстной на минипогрузчик,КОВШ ЧЕЛЮСТНОЙ НА МИНИПОГРУЗЧИК,mt-minipogruzchik,cat-kovshi-minipogruzchik,195000,yes,no,yes,https://st-technics.ru/kovshi-na-minipogruzchik/kovsh-chelyustnoj-na-minipogruzchik,no, canonical→p-kovsh-chelustnoy
https://st-technics.ru/kovshi-na-minipogruzchik/kovsh-vysokoj-vygruzki-na-minipogruzchik,product-machinetype-scoped,Ковш высокой выгрузки на минипогрузчик,КОВШ ВЫСОКОЙ ВЫГРУЗКИ НА МИНИПОГРУЗЧИК,mt-minipogruzchik,cat-kovshi-minipogruzchik,175000,yes,no,yes,https://st-technics.ru/kovshi-na-minipogruzchik/kovsh-vysokoj-vygruzki-na-minipogruzchik,no, canonical→p-kovsh-visokoy-vygruzki
https://st-technics.ru/kovshi-na-minipogruzchik/kovsh-proseivayushhij,product-machinetype-scoped,Ковш просеивающий на минипогрузчик,КОВШ ПРОСЕИВАЮЩИЙ НА МИНИПОГРУЗЧИК,mt-minipogruzchik,cat-kovshi-minipogruzchik,120000,yes,no,yes,https://st-technics.ru/kovshi-na-minipogruzchik/kovsh-proseivayushhij,no, canonical→p-kovsh-proseivaushiy
https://st-technics.ru/kovshi-na-ehkskavator-pogruzchik/kovsh-obshchestroitel-nyj,product-machinetype-scoped,Ковш общестроительный на экскаватор-погрузчик,КОВШ ОБЩЕСТРОИТЕЛЬНЫЙ НА ЭКСКАВАТОР-ПОГРУЗЧИК,mt-ehkskavator-pogruzchik,cat-kovshi-ehkskavator-pogruzchik,155000,yes,no,yes,https://st-technics.ru/kovshi-na-ehkskavator-pogruzchik/kovsh-obshchestroitel-nyj,no, canonical→p-kovsh-obshchestroitelnyj
https://st-technics.ru/kovshi-na-ehkskavator-pogruzchik/kovsh-vysokoobemnyj,product-machinetype-scoped,Ковш высокообъёмный на экскаватор-погрузчик,КОВШ ВЫСОКООБЪЁМНЫЙ НА ЭКСКАВАТОР-ПОГРУЗЧИК,mt-ehkskavator-pogruzchik,cat-kovshi-ehkskavator-pogruzchik,165000,yes,no,yes,https://st-technics.ru/kovshi-na-ehkskavator-pogruzchik/kovsh-vysokoobemnyj,no, canonical→p-kovsh-vysokoobjemniy
https://st-technics.ru/kovshi-na-ehkskavator-pogruzchik/kovsh-chelyustnoj,product-machinetype-scoped,Ковш челюстной на экскаватор-погрузчик,КОВШ ЧЕЛЮСТНОЙ НА ЭКСКАВАТОР-ПОГРУЗЧИК,mt-ehkskavator-pogruzchik,cat-kovshi-ehkskavator-pogruzchik,275000,yes,no,yes,https://st-technics.ru/kovshi-na-ehkskavator-pogruzchik/kovsh-chelyustnoj,no, canonical→p-kovsh-chelustnoy
https://st-technics.ru/kovshi-na-ehkskavator-pogruzchik/kovsh-planirovochnyj,product-machinetype-scoped,Ковш планировочный на экскаватор-погрузчик,КОВШ ПЛАНИРОВОЧНЫЙ НА ЭКСКАВАТОР-ПОГРУЗЧИК,mt-ehkskavator-pogruzchik,cat-kovshi-ehkskavator-pogruzchik,47000,yes,no,yes,https://st-technics.ru/kovshi-na-ehkskavator-pogruzchik/kovsh-planirovochnyj,no, canonical→p-kovsh-planirovochnyj
https://st-technics.ru/kovshi-na-ehkskavator-pogruzchik/kovsh-planirovochnyj-s-gidropovorotom,product-machinetype-scoped,Ковш планировочный с гидроповоротом на экскаватор-погрузчик,КОВШ ПЛАНИРОВОЧНЫЙ С ГИДРОПОВОРОТОМ НА ЭКСКАВАТОР-ПОГРУЗЧИК,mt-ehkskavator-pogruzchik,cat-kovshi-ehkskavator-pogruzchik,135000,yes,no,yes,https://st-technics.ru/kovshi-na-ehkskavator-pogruzchik/kovsh-planirovochnyj-s-gidropovorotom,no, canonical→p-kovsh-planirovochnyj
https://st-technics.ru/kovshi-na-ehkskavator-pogruzchik/kovsh-serpovidnyj,product-machinetype-scoped,Ковш серповидный на экскаватор-погрузчик,КОВШ СЕРПОВИДНЫЙ НА ЭКСКАВАТОР-ПОГРУЗЧИК,mt-ehkskavator-pogruzchik,cat-kovshi-ehkskavator-pogruzchik,41000,yes,no,yes,https://st-technics.ru/kovshi-na-ehkskavator-pogruzchik/kovsh-serpovidnyj,no, canonical→p-kovsh-serpovidnyj
https://st-technics.ru/kovshi-na-teleskopicheskij-pogruzchik/kovsh-obshchestroitel-nyj,product-machinetype-scoped,Ковш общестроительный на телескопический погрузчик,КОВШ ОБЩЕСТРОИТЕЛЬНЫЙ НА ТЕЛЕСКОПИЧЕСКИЙ ПОГРУЗЧИК,mt-teleskopicheskij-pogruzchik,cat-kovshi-teleskopicheskij-pogruzchik,175000,yes,no,yes,https://st-technics.ru/kovshi-na-teleskopicheskij-pogruzchik/kovsh-obshchestroitel-nyj,no, canonical→p-kovsh-obshchestroitelnyj
https://st-technics.ru/kovshi-na-teleskopicheskij-pogruzchik/kovsh-vysokoobemnyj,product-machinetype-scoped,Ковш высокообъёмный на телескопический погрузчик,КОВШ ВЫСОКООБЪЁМНЫЙ НА ТЕЛЕСКОПИЧЕСКИЙ ПОГРУЗЧИК,mt-teleskopicheskij-pogruzchik,cat-kovshi-teleskopicheskij-pogruzchik,195000,yes,no,yes,https://st-technics.ru/kovshi-na-teleskopicheskij-pogruzchik/kovsh-vysokoobemnyj,no, canonical→p-kovsh-vysokoobjemniy
